title,ingr_full,ingr_nums,ingr_cnt,ingr_qnt,ingr_units,ingr_num_total,ingr_wrds,ingr_wrds_cln
cinnamon-french-toast,8 slices whole-wheat or whole-grain bread,8,8,,slices,8.0,whole wheat or whole bread,wheat or bread
cinnamon-french-toast,2 teaspoons canola oil,2,2,,teaspoons,2.0,canola oil,canola oil
cinnamon-french-toast,"3 peaches, sliced",3,3,,,3.0,peaches sliced,peaches
cinnamon-french-toast,1 cup raspberries,1,1,,cups,1.0,raspberries,raspberries
stuffed-french-toast,4 slices cinnamon raisin bread,4,4,,slices,4.0,cinnamon raisin bread,cinnamon raisin bread
stuffed-french-toast,4 tablespoons philadelphia cream cheese spread,4,4,,tablespoons,4.0,philadelphia cream cheese spread,cream cheese
stuffed-french-toast,8 slices oscar mayer shaved honey ham,8,8,,slices,8.0,oscar mayer shaved honey ham,oscar mayer shaved honey ham
stuffed-french-toast,2 eggs,2,2,,,2.0,eggs,eggs
stuffed-french-toast,2 tablespoons milk,2,2,,tablespoons,2.0,milk,milk
stuffed-french-toast,2 teaspoons sugar,2,2,,teaspoons,2.0,sugar,sugar
stuffed-french-toast,2 tablespoons maple-flavored or pancake syrup,2,2,,tablespoons,2.0,maple flavored or pancake syrup,maple or pancake syrup
raspberry-stuffed-french-toast-with-custard-sauce,1 (4 ounce) package philadelphia neufchatel cheese,1 4,4,,ounces,4.0,package philadelphia neufchatel cheese,neufchatel cheese
raspberry-stuffed-french-toast-with-custard-sauce,1/3 less fat than cream cheese,1/3,1/3,,,0.33,less fat than cream cheese,fat than cream cheese
raspberry-stuffed-french-toast-with-custard-sauce,1/2 cup sugar,1/2,1/2,,cups,0.5,sugar,sugar
raspberry-stuffed-french-toast-with-custard-sauce,2 teaspoons vanilla,2,2,,teaspoons,2.0,vanilla,vanilla
raspberry-stuffed-french-toast-with-custard-sauce,1 teaspoon ground cinnamon,1,1,,teaspoons,1.0,ground cinnamon,cinnamon
raspberry-stuffed-french-toast-with-custard-sauce,"2 eggs, plus",2,2,,,2.0,eggs plus,eggs plus
raspberry-stuffed-french-toast-with-custard-sauce,2 egg whites,2,2,,,2.0,egg whites,egg whites
raspberry-stuffed-french-toast-with-custard-sauce,"5 cups fat-free milk, divided",5,5,,cups,5.0,fat free milk divided,milk
raspberry-stuffed-french-toast-with-custard-sauce,"18 slices french baguette, ends trimmed, divided",18,18,,slices,18.0,french baguette ends trimmed divided,french baguette ends trimmed
raspberry-stuffed-french-toast-with-custard-sauce,"1 (12 ounce) package frozen unsweetened raspberries, divided",1 12,12,,ounces,12.0,package frozen unsweetened raspberries divided,raspberries
raspberry-stuffed-french-toast-with-custard-sauce,1 pkg. (4 serving size) jell-o vanilla flavor instant pudding &amp; pie filling,1 . 4,1,,serving,1.0,size jell vanilla flavor instant pudding amp pie filling,size jell vanilla instant pudding amp pie filling
banana-french-toast-breakfast-sandwiches,1/2 cup liquid egg substitute,1/2,1/2,,cups,0.5,liquid egg substitute,liquid egg substitute
banana-french-toast-breakfast-sandwiches,1 teaspoon water,1,1,,teaspoons,1.0,water,water
banana-french-toast-breakfast-sandwiches,1 tablespoon nonfat milk,1,1,,tablespoons,1.0,nonfat milk,milk
banana-french-toast-breakfast-sandwiches,1 teaspoon vanilla extract,1,1,,teaspoons,1.0,vanilla extract,vanilla extract
banana-french-toast-breakfast-sandwiches,1 teaspoon grated orange zest,1,1,,teaspoons,1.0,grated orange zest,orange zest
banana-french-toast-breakfast-sandwiches,"2 bananas, peeled and sliced",2,2,,,2.0,bananas peeled and sliced,bananas and
banana-french-toast-breakfast-sandwiches,12 slices sara lee\xae soft and smooth 100% whole wheat bread,12 \ 100,12,,slices,12.0,sara leexae soft and smooth whole wheat bread,sara leexae soft and smooth wheat bread
banana-french-toast-breakfast-sandwiches,"1/4 cup butter, confectioners' sugar for dusting",1/4,1/4,,cups,0.25,butter confectioners sugar for dusting,butter confectioners sugar
french-toast-sandwiches,"1/2 (8 ounce) package neufchatel cheese, softened",1/2 8,1/2,8,ounces,4.0,package neufchatel cheese softened,neufchatel cheese
french-toast-sandwiches,1/2 cup brown sugar,1/2,1/2,,cups,0.5,brown sugar,brown sugar
french-toast-sandwiches,1/4 teaspoon ground allspice,1/4,1/4,,teaspoons,0.25,ground allspice,allspice
french-toast-sandwiches,1/2 teaspoon ground nutmeg,1/2,1/2,,teaspoons,0.5,ground nutmeg,nutmeg
french-toast-sandwiches,1/2 teaspoon ground cinnamon,1/2,1/2,,teaspoons,0.5,ground cinnamon,cinnamon
french-toast-sandwiches,8 slices sara lee\xae soft and smooth 100% whole wheat bread,8 \ 100,8,,slices,8.0,sara leexae soft and smooth whole wheat bread,sara leexae soft and smooth wheat bread
french-toast-sandwiches,2 tablespoons butter,2,2,,tablespoons,2.0,butter,butter
french-toast-sandwiches,3/4 cup liquid egg substitute,3/4,3/4,,cups,0.75,liquid egg substitute,liquid egg substitute
french-toast-sandwiches,1/4 cup fat free half-and-half,1/4,1/4,,cups,0.25,fat free half and half,half and half
crunchy-stuffed-french-toast,1/2 cup milk,1/2,1/2,,cups,0.5,milk,milk
crunchy-stuffed-french-toast,1/2 teaspoon archer farms\u2122 cinnamon,1/2 \2122,1/2,,teaspoons,0.5,archer farmsu cinnamon,cinnamon
crunchy-stuffed-french-toast,6 eggs,6,6,,,6.0,eggs,eggs
crunchy-stuffed-french-toast,"2 cups archer farms\u2122 muesli cereal, crushed",2 \2122,2,,cups,2.0,archer farmsu muesli cereal crushed,muesli cereal
crunchy-stuffed-french-toast,8 slices archer farms\u2122 100% whole wheat bread,8 \2122 100,8,,slices,8.0,archer farmsu whole wheat bread,wheat bread
crunchy-stuffed-french-toast,1/2 cup cream cheese spread,1/2,1/2,,cups,0.5,cream cheese spread,cream cheese
crunchy-stuffed-french-toast,1/2 cup archer farms\u2122 oregon strawberry preserves,1/2 \2122,1/2,,cups,0.5,archer farmsu oregon strawberry preserves,strawberry
french-toast,1/2 cup egg beaters,1/2,1/2,,cups,0.5,egg beaters,egg beaters
french-toast,2 tablespoons skim milk,2,2,,tablespoons,2.0,skim milk,skim milk
french-toast,1 teaspoon cinnamon,1,1,,teaspoons,1.0,cinnamon,cinnamon
french-toast,1/2 teaspoon vanilla extract,1/2,1/2,,teaspoons,0.5,vanilla extract,vanilla extract
french-toast,1  serving splash vegetable spray,1,1,,splash,1.0,vegetable spray,vegetable spray
french-toast,3 slices whole-wheat bread,3,3,,slices,3.0,whole wheat bread,wheat bread
french-toast-with-peanut-butter-maple-syrup,1 egg,1,1,,,1.0,egg,egg
french-toast-with-peanut-butter-maple-syrup,2 tablespoons milk,2,2,,tablespoons,2.0,milk,milk
french-toast-with-peanut-butter-maple-syrup,1 teaspoon vanilla extract,1,1,,teaspoons,1.0,vanilla extract,vanilla extract
french-toast-with-peanut-butter-maple-syrup,2 slices bread,2,2,,slices,2.0,bread,bread
french-toast-with-peanut-butter-maple-syrup,1/4 cup maple syrup,1/4,1/4,,cups,0.25,maple syrup,maple syrup
french-toast-with-peanut-butter-maple-syrup,4 tablespoons peanut butter,4,4,,tablespoons,4.0,peanut butter,peanut butter
creme-brulee-french-toast,1 cup packed brown sugar,1,1,,cups,1.0,packed brown sugar,brown sugar
creme-brulee-french-toast,1/2 cup butter,1/2,1/2,,cups,0.5,butter,butter
creme-brulee-french-toast,2 tablespoons corn syrup,2,2,,tablespoons,2.0,corn syrup,corn syrup
creme-brulee-french-toast,"1 loaf archer farms\u2122 whole grain white bread, cut into 1-inch chunks",1 \2122 1,1,,loaves,1.0,archer farmsu whole white bread cut into inch chunks,white bread chunks
creme-brulee-french-toast,3 cups half and half,3,3,,cups,3.0,half and half,half and half
creme-brulee-french-toast,2 teaspoons archer farms\u2122 vanilla,2 \2122,2,,teaspoons,2.0,archer farmsu vanilla,vanilla
creme-brulee-french-toast,1/4 teaspoon salt,1/4,1/4,,teaspoons,0.25,salt,salt
creme-brulee-french-toast,15 eggs,15,15,,,15.0,eggs,eggs
granola-peanut-butter-french-toast,2 cups reese's\xae puffs\xae cereal,2 \ \,2,,cups,2.0,reesesxae puffsxae cereal,reesesxae puffsxae cereal
granola-peanut-butter-french-toast,4 eggs,4,4,,,4.0,eggs,eggs
granola-peanut-butter-french-toast,1/4 cup milk,1/4,1/4,,cups,0.25,milk,milk
granola-peanut-butter-french-toast,1 teaspoon vanilla,1,1,,teaspoons,1.0,vanilla,vanilla
granola-peanut-butter-french-toast,12 tablespoons creamy peanut butter,12,12,,tablespoons,12.0,creamy peanut butter,peanut butter
granola-peanut-butter-french-toast,12 slices white or wheat sandwich bread or slightly firm bread,12,12,,slices,12.0,white or wheat sandwich bread or slightly firm bread,white or wheat sandwich bread or bread
granola-peanut-butter-french-toast,4 nature valley\xae peanut butter crunchy granola bars,4 \,4,,,4.0,nature valleyxae peanut butter crunchy granola bars,peanut butter crunchy granola bars
granola-peanut-butter-french-toast,6 tablespoons marshmallow creme,6,6,,tablespoons,6.0,marshmallow creme,marshmallow creme
challah-french-toast-with-berry-sauce,for french toast:,,,,,,for french toast,french toast
challah-french-toast-with-berry-sauce,3 large eggs,3,3,,large,3.0,eggs,eggs
challah-french-toast-with-berry-sauce,1 cup whole milk,1,1,,cups,1.0,whole milk,milk
challah-french-toast-with-berry-sauce,1 teaspoon sugar,1,1,,teaspoons,1.0,sugar,sugar
challah-french-toast-with-berry-sauce,1/4 teaspoon salt,1/4,1/4,,teaspoons,0.25,salt,salt
challah-french-toast-with-berry-sauce,"1 (1 pound) challah loaf, cut crosswise into 1/2-inch-thick slices (not including end pieces)",1 1 1/2,1,,slices,1.0,challah cut crosswise into inch thick not including end,challah crosswise not including end
challah-french-toast-with-berry-sauce,"3 1/2 tablespoons unsalted butter, for berry sauce:",3 1/2,3,1/2,tablespoons,1.5,unsalted butter for berry sauce,butter berry sauce
challah-french-toast-with-berry-sauce,"3 cups mixed berries such as blackberries, raspberries, and blueberries",3,3,,cups,3.0,mixed berries such as blackberries raspberries and blueberries,mixed berries blackberries raspberries and blueberries
challah-french-toast-with-berry-sauce,1/3 cup sugar,1/3,1/3,,cups,0.33,sugar,sugar
challah-french-toast-with-berry-sauce,"1 tablespoon fresh lemon juice, garnish: confectioners sugar for dusting",1,1,,tablespoons,1.0,fresh lemon juice garnish confectioners sugar for dusting,lemon juice garnish confectioners sugar
cinnamon-chai-baked-french-toast,"1/3 cup butterscotch topping, heated, if necessary",1/3,1/3,,cups,0.33,butterscotch topping heated if necessary,butterscotch
cinnamon-chai-baked-french-toast,12 slices cinnamon swirl bread,12,12,,slices,12.0,cinnamon swirl bread,cinnamon swirl bread
cinnamon-chai-baked-french-toast,1 cup market pantry\u2122 milk,1 \2122,1,,cups,1.0,market pantryu milk,milk
cinnamon-chai-baked-french-toast,1 cup chai tea latte concentrate (from 32-oz. carton),1 32.,1,,cups,1.0,chai tea latte concentrate from oz carton,chai tea latte concentrate
cinnamon-chai-baked-french-toast,6 market pantry \u2122 eggs,6 \2122,6,,,6.0,market pantry u eggs,pantry u eggs
wife-saver-french-toast,1 cup light brown sugar,1,1,,cups,1.0,light brown sugar,brown sugar
wife-saver-french-toast,1/2 cup light corn syrup,1/2,1/2,,cups,0.5,light corn syrup,corn syrup
wife-saver-french-toast,1/4 cup butter,1/4,1/4,,cups,0.25,butter,butter
wife-saver-french-toast,10 slices french bread,10,10,,slices,10.0,french bread,french bread
wife-saver-french-toast,2 eggs,2,2,,,2.0,eggs,eggs
wife-saver-french-toast,2 1/2 cups 1% low-fat milk,2 1/2 1,2,1/2,cups,1.0,low fat milk,fat milk
wife-saver-french-toast,1 teaspoon vanilla extract,1,1,,teaspoons,1.0,vanilla extract,vanilla extract
wife-saver-french-toast,1 tablespoon all-purpose flour,1,1,,tablespoons,1.0,all purpose flour,flour
wife-saver-french-toast,1 pinch salt,1,1,,pinches,1.0,salt,salt
wife-saver-french-toast,2 tablespoons white sugar,2,2,,tablespoons,2.0,white sugar,white sugar
wife-saver-french-toast,1 teaspoon ground cinnamon,1,1,,teaspoons,1.0,ground cinnamon,cinnamon
baked-french-toast-with-orange-syrup,nonstick cooking spray,,,,,,nonstick cooking spray,cooking spray
baked-french-toast-with-orange-syrup,"2 eggs, slightly beaten",2,2,,,2.0,eggs slightly beaten,eggs
baked-french-toast-with-orange-syrup,1 cup reduced fat milk,1,1,,cups,1.0,reduced fat milk,milk
baked-french-toast-with-orange-syrup,1 teaspoon vanilla extract,1,1,,teaspoons,1.0,vanilla extract,vanilla extract
baked-french-toast-with-orange-syrup,1/8 teaspoon ground cinnamon,1/8,1/8,,teaspoons,0.13,ground cinnamon,cinnamon
baked-french-toast-with-orange-syrup,8 (1/2-inch-thick) slices french bread,8 1/2,8,,slices,8.0,inch thick french bread,french bread
baked-french-toast-with-orange-syrup,1/4 teaspoon finely shredded orange peel,1/4,1/4,,teaspoons,0.25,finely shredded orange peel,orange peel
baked-french-toast-with-orange-syrup,1/2 cup orange juice,1/2,1/2,,cups,0.5,orange juice,orange juice
baked-french-toast-with-orange-syrup,1 tablespoon honey,1,1,,tablespoons,1.0,honey,honey
baked-french-toast-with-orange-syrup,1 teaspoon cornstarch,1,1,,teaspoons,1.0,cornstarch,cornstarch
baked-french-toast-with-orange-syrup,"1/8 teaspoon ground cinnamon, sifted powdered sugar (optional)",1/8,1/8,,teaspoons,0.13,ground cinnamon sifted powdered sugar optional,cinnamon sifted powdered sugar
pineapple-french-toast,1/2 cup butter,1/2,1/2,,cups,0.5,butter,butter
pineapple-french-toast,2/3 cup packed brown sugar,2/3,2/3,,cups,0.67,packed brown sugar,brown sugar
pineapple-french-toast,"1 (15.25 ounce) can crushed pineapple (juice pack), drained",1 15.25,15,,ounces,15.0,can crushed pineapple juice pack drained,pineapple
pineapple-french-toast,"4 eggs, beaten",4,4,,,4.0,eggs beaten,eggs
pineapple-french-toast,1 cup reduced fat milk,1,1,,cups,1.0,reduced fat milk,milk
pineapple-french-toast,1/4 teaspoon salt,1/4,1/4,,teaspoons,0.25,salt,salt
pineapple-french-toast,10 (3/4 inch thick) slices french bread,10 3/4,10,,slices,10.0,inch thick french bread,french bread
eggnog-cinnamon-french-toast,2 cups eggnog,2,2,,cups,2.0,eggnog,eggnog
eggnog-cinnamon-french-toast,1 teaspoon cinnamon,1,1,,teaspoons,1.0,cinnamon,cinnamon
eggnog-cinnamon-french-toast,"2 eggs, vegetable oil cooking spray or butter or margarine",2,2,,,2.0,eggs vegetable oil cooking spray or butter or margarine,eggs vegetable oil cooking spray or butter
eggnog-cinnamon-french-toast,12 slices firm white bread,12,12,,slices,12.0,firm white bread,white bread
baked-cinnamon-french-toast,"3 eggs, slightly beaten",3,3,,,3.0,eggs slightly beaten,eggs
baked-cinnamon-french-toast,2/3 cup fat-free milk or evaporated fat-free milk,2/3,2/3,,cups,0.67,fat free milk or evaporated fat free milk,milk or evaporated milk
baked-cinnamon-french-toast,"2 tablespoons sugar, divided",2,2,,tablespoons,2.0,sugar divided,sugar
baked-cinnamon-french-toast,1 1/2 teaspoons vanilla,1 1/2,1/2,,teaspoons,0.5,vanilla,vanilla
baked-cinnamon-french-toast,"3/4 teaspoon cinnamon, divided",3/4,3/4,,teaspoons,0.75,cinnamon divided,cinnamon
baked-cinnamon-french-toast,8 (1 inch thick) slices french or italian bread (about 3- to 4-inches in diameter),8 1 3 4,8,,inch,8.0,inch thick french or italian bread about to,french or italian bread
baked-cinnamon-french-toast,"1 cup kellogg's\xae rice krispies\xae cereal, topping:",1 \ \,1,,cups,1.0,kelloggsxae rice krispiesxae cereal topping,kelloggsxae rice krispiesxae cereal
baked-cinnamon-french-toast,"2 medium bananas, sliced",2,2,,medium,2.0,bananas sliced,bananas
baked-cinnamon-french-toast,"1/2 cup maple syrup, warmed",1/2,1/2,,cups,0.5,maple syrup warmed,maple syrup
french-toast-with-maple-apples,3 large eggs,3,3,,large,3.0,eggs,eggs
french-toast-with-maple-apples,1 cup skim milk,1,1,,cups,1.0,skim milk,skim milk
french-toast-with-maple-apples,1 teaspoon pure vanilla extract,1,1,,teaspoons,1.0,pure vanilla extract,vanilla extract
french-toast-with-maple-apples,1/2 teaspoon freshly grated nutmeg,1/2,1/2,,teaspoons,0.5,freshly grated nutmeg,nutmeg
french-toast-with-maple-apples,8 3/4-inch-thick slices of white bread,8 3/4,8,,slices,8.0,inch thick of white bread,of white bread
french-toast-with-maple-apples,2 tablespoons unsalted butter,2,2,,tablespoons,2.0,unsalted butter,butter
french-toast-with-maple-apples,"2 granny smith apples - peeled, cored and sliced 1/4 inch thick",2 1/4,2,,,2.0,granny smith apples peeled cored and sliced inch thick,apples and
french-toast-with-maple-apples,3/4 cup pure maple syrup,3/4,3/4,,cups,0.75,pure maple syrup,maple syrup
french-toast-with-maple-apples,1/4 teaspoon cinnamon,1/4,1/4,,teaspoons,0.25,cinnamon,cinnamon
french-toast-with-maple-apples,2 teaspoons vegetable oil,2,2,,teaspoons,2.0,vegetable oil,vegetable oil
cutters-french-toast,1/4 cup egg substitute,1/4,1/4,,cups,0.25,egg substitute,egg substitute
cutters-french-toast,1 cup 1% fat milk,1 1,1,,cups,1.0,fat milk,fat milk
cutters-french-toast,"1/4 cup splenda\xae no calorie sweetener, granulated",1/4 \,1/4,,cups,0.25,splendaxae no calorie sweetener granulated,splendaxae no calorie sweetener granulated
cutters-french-toast,2 tablespoons ground cinnamon,2,2,,tablespoons,2.0,ground cinnamon,cinnamon
cutters-french-toast,"10 slices whole wheat bread, sugar free maple syrup (optional)",10,10,,slices,10.0,whole wheat bread sugar free maple syrup optional,wheat bread sugar free maple syrup
baked-apple-cinnamon-french-toast,3 cups nonfat milk,3,3,,cups,3.0,nonfat milk,milk
baked-apple-cinnamon-french-toast,"2 cups pasteurized liquid egg whites, such as egg beaters",2,2,,cups,2.0,pasteurized liquid egg whites such as egg beaters,pasteurized liquid egg whites egg beaters
baked-apple-cinnamon-french-toast,3 tablespoons honey,3,3,,tablespoons,3.0,honey,honey
baked-apple-cinnamon-french-toast,1 1/2 teaspoons vanilla extract,1 1/2,1/2,,teaspoons,0.5,vanilla extract,vanilla extract
baked-apple-cinnamon-french-toast,1/4 teaspoon salt,1/4,1/4,,teaspoons,0.25,salt,salt
baked-apple-cinnamon-french-toast,1 (1 pound) loaf sliced whole-wheat bread,1 1,1,,pound,1.0,sliced whole wheat bread,wheat bread
baked-apple-cinnamon-french-toast,1 cup chopped dried apple rings,1,1,,cups,1.0,chopped dried apple rings,dried apple rings
baked-apple-cinnamon-french-toast,1/2 cup raisins,1/2,1/2,,cups,0.5,raisins,raisins
baked-apple-cinnamon-french-toast,1 1/2 teaspoons ground cinnamon,1 1/2,1/2,,teaspoons,0.5,ground cinnamon,cinnamon
baked-apple-cinnamon-french-toast,1/2 teaspoon freshly grated nutmeg,1/2,1/2,,teaspoons,0.5,freshly grated nutmeg,nutmeg
baked-apple-cinnamon-french-toast,1 tablespoon confectioners' sugar,1,1,,tablespoons,1.0,confectioners sugar,confectioners sugar
deep-fried-french-toast,6 eggs,6,6,,,6.0,eggs,eggs
deep-fried-french-toast,5 1/2 teaspoons white sugar,5 1/2,5,1/2,teaspoons,2.5,white sugar,white sugar
deep-fried-french-toast,1/4 teaspoon salt,1/4,1/4,,teaspoons,0.25,salt,salt
deep-fried-french-toast,2 cups milk,2,2,,cups,2.0,milk,milk
deep-fried-french-toast,1 cup all-purpose flour,1,1,,cups,1.0,all purpose flour,flour
deep-fried-french-toast,2 quarts vegetable oil for frying,2,2,,quarts,2.0,vegetable oil for frying,vegetable oil
deep-fried-french-toast,8 thick slices (1-inch thick) french bread,8 1,8,,slices,8.0,thick inch thick french bread,french bread
banana-raisin-french-toast,"1 ripe banana, peeled",1,1,,ripe,1.0,banana peeled,banana
banana-raisin-french-toast,2 teaspoons frozen orange juice concentrate,2,2,,teaspoons,2.0,frozen orange juice concentrate,orange juice concentrate
banana-raisin-french-toast,4 slices cinnamon-raisin bread,4,4,,slices,4.0,cinnamon raisin bread,cinnamon raisin bread
banana-raisin-french-toast,2 large egg whites,2,2,,large,2.0,egg whites,egg whites
banana-raisin-french-toast,1/4 cup nonfat milk,1/4,1/4,,cups,0.25,nonfat milk,milk
banana-raisin-french-toast,1/4 cup nonfat or low-fat plain yogurt,1/4,1/4,,cups,0.25,nonfat or low fat plain yogurt,or fat yogurt
banana-raisin-french-toast,1 1/2 tablespoons maple syrup or honey,1 1/2,1/2,,tablespoons,0.5,maple syrup or honey,maple syrup or honey
banana-raisin-french-toast,"1 teaspoon butter, divided",1,1,,teaspoons,1.0,butter divided,butter
creme-brulee-french-toast,1 cup packed brown sugar,1,1,,cups,1.0,packed brown sugar,brown sugar
creme-brulee-french-toast,1/2 cup butter,1/2,1/2,,cups,0.5,butter,butter
creme-brulee-french-toast,2 tablespoons corn syrup,2,2,,tablespoons,2.0,corn syrup,corn syrup
creme-brulee-french-toast,"1 loaf archer farms\xae artisan baguette bread, cut into 1-inch chunks",1 \ 1,1,,loaves,1.0,archer farmsxae artisan baguette bread cut into inch chunks,baguette bread chunks
creme-brulee-french-toast,3 cups half-and-half,3,3,,cups,3.0,half and half,half and half
creme-brulee-french-toast,2 teaspoons archer farms\u2122 vanilla,2 \2122,2,,teaspoons,2.0,archer farmsu vanilla,vanilla
creme-brulee-french-toast,1/4 teaspoon salt,1/4,1/4,,teaspoons,0.25,salt,salt
creme-brulee-french-toast,15 eggs,15,15,,,15.0,eggs,eggs
baked-french-toast,2 o organics\u2122 large eggs,2 \2122,2,,ounces,2.0,organicsu eggs,organicsu eggs
baked-french-toast,2 o organics large egg whites,2,2,,ounces,2.0,organics egg whites,egg whites
baked-french-toast,3/4 cup o organics fat free organic milk,3/4,3/4,,ounces,0.75,organics fat free organic milk,milk
baked-french-toast,1 tablespoon vanilla,1,1,,tablespoons,1.0,vanilla,vanilla
baked-french-toast,2 teaspoons sugar,2,2,,teaspoons,2.0,sugar,sugar
baked-french-toast,1/2 teaspoon ground cinnamon,1/2,1/2,,teaspoons,0.5,ground cinnamon,cinnamon
baked-french-toast,1/4 teaspoon ground nutmeg,1/4,1/4,,teaspoons,0.25,ground nutmeg,nutmeg
baked-french-toast,"8 sweet french or challah bread, powdered sugar, maple syrup, orange wedges",8,8,,,8.0,sweet french or challah bread powdered sugar maple syrup orange wedges,sweet french or challah bread powdered sugar maple syrup orange wedges
mascarpone-stuffed-french-toast-with-peaches,8 fresh peaches,8,8,,,8.0,fresh peaches,peaches
mascarpone-stuffed-french-toast-with-peaches,1/2 cup sugar,1/2,1/2,,cups,0.5,sugar,sugar
mascarpone-stuffed-french-toast-with-peaches,4 pinches ground nutmeg,4,4,,pinches,4.0,ground nutmeg,nutmeg
mascarpone-stuffed-french-toast-with-peaches,1/2 teaspoon ground cinnamon,1/2,1/2,,teaspoons,0.5,ground cinnamon,cinnamon
mascarpone-stuffed-french-toast-with-peaches,4 mexican bolillo rolls,4,4,,,4.0,mexican bolillo rolls,mexican bolillo rolls
mascarpone-stuffed-french-toast-with-peaches,1 cup mascarpone cheese,1,1,,cups,1.0,mascarpone cheese,mascarpone cheese
mascarpone-stuffed-french-toast-with-peaches,6 tablespoons confectioners' sugar,6,6,,tablespoons,6.0,confectioners sugar,confectioners sugar
mascarpone-stuffed-french-toast-with-peaches,"1 lemon, zested",1,1,,,1.0,lemon zested,lemon zested
mascarpone-stuffed-french-toast-with-peaches,6 eggs,6,6,,,6.0,eggs,eggs
mascarpone-stuffed-french-toast-with-peaches,3/4 cup milk,3/4,3/4,,cups,0.75,milk,milk
mascarpone-stuffed-french-toast-with-peaches,1/2 teaspoon vanilla extract,1/2,1/2,,teaspoons,0.5,vanilla extract,vanilla extract
mascarpone-stuffed-french-toast-with-peaches,"2 teaspoons butter, or as needed",2,2,,teaspoons,2.0,butter or as needed,butter or
mascarpone-stuffed-french-toast-with-peaches,"2 teaspoons vegetable oil, or as needed",2,2,,teaspoons,2.0,vegetable oil or as needed,vegetable oil or
baked-french-swirl-toast,"1 (16 ounce) pepperidge farm\xae cinnamon swirl bread , cut into cubes",1 16 \,16,,ounces,16.0,pepperidge farmxae cinnamon swirl bread cut into cubes,farmxae cinnamon swirl bread
baked-french-swirl-toast,3/4 cup dried cranberries or raisins,3/4,3/4,,cups,0.75,dried cranberries or raisins,dried cranberries or raisins
baked-french-swirl-toast,6 eggs,6,6,,,6.0,eggs,eggs
baked-french-swirl-toast,3 cups half-and-half or milk,3,3,,cups,3.0,half and half or milk,half and half or milk
baked-french-swirl-toast,"2 teaspoons vanilla extract, cinnamon sugar or confectioners' sugar, whipped butter, pure maple syrup",2,2,,teaspoons,2.0,vanilla extract cinnamon sugar or confectioners sugar whipped butter pure maple syrup,vanilla extract cinnamon sugar or confectioners sugar whipped butter maple syrup
captains-crunch-french-toast,3 large eggs,3,3,,large,3.0,eggs,eggs
captains-crunch-french-toast,2 1/2 tablespoons white sugar,2 1/2,2,1/2,tablespoons,1.0,white sugar,white sugar
captains-crunch-french-toast,1 cup heavy cream,1,1,,cups,1.0,heavy cream,heavy cream
captains-crunch-french-toast,1/2 cup 2% low-fat milk,1/2 2,1/2,,cups,0.5,low fat milk,fat milk
captains-crunch-french-toast,1/2 teaspoon vanilla extract,1/2,1/2,,teaspoons,0.5,vanilla extract,vanilla extract
captains-crunch-french-toast,1/4 teaspoon ground cinnamon,1/4,1/4,,teaspoons,0.25,ground cinnamon,cinnamon
captains-crunch-french-toast,1/4 teaspoon ground nutmeg,1/4,1/4,,teaspoons,0.25,ground nutmeg,nutmeg
captains-crunch-french-toast,"1/2 (14 ounce) package brown sugar and butter flavored crispy corn and oat breakfast cereal (such as cap\u2019n crunch\xae), crushed",1/2 14 \2019 \,1/2,14,ounces,7.0,package brown sugar and butter flavored crispy corn and oat breakfast cereal such as capun crunchxae crushed,brown sugar and butter crispy corn and oat breakfast cereal capun crunchxae
captains-crunch-french-toast,6 thick slices egg bread (challah),6,6,,slices,6.0,thick egg bread challah,egg bread challah
captains-crunch-french-toast,2 tablespoons butter,2,2,,tablespoons,2.0,butter,butter
apres-ski-french-toast,4 slices multigrain bread,4,4,,slices,4.0,multigrain bread,multigrain bread
apres-ski-french-toast,2 eggs,2,2,,,2.0,eggs,eggs
apres-ski-french-toast,3/4 cup milk,3/4,3/4,,cups,0.75,milk,milk
apres-ski-french-toast,1 teaspoon orange juice,1,1,,teaspoons,1.0,orange juice,orange juice
apres-ski-french-toast,2 teaspoons grated orange zest,2,2,,teaspoons,2.0,grated orange zest,orange zest
apres-ski-french-toast,1 teaspoon vanilla extract,1,1,,teaspoons,1.0,vanilla extract,vanilla extract
apres-ski-french-toast,1 teaspoon white sugar,1,1,,teaspoons,1.0,white sugar,white sugar
apres-ski-french-toast,1/4 teaspoon salt,1/4,1/4,,teaspoons,0.25,salt,salt
apres-ski-french-toast,1/2 teaspoon ground cinnamon,1/2,1/2,,teaspoons,0.5,ground cinnamon,cinnamon
apres-ski-french-toast,1/4 tablespoon ground nutmeg,1/4,1/4,,tablespoons,0.25,ground nutmeg,nutmeg
apres-ski-french-toast,2 teaspoons light butter,2,2,,teaspoons,2.0,light butter,butter
chocolate-french-toast,1 cup milk,1,1,,cups,1.0,milk,milk
chocolate-french-toast,4 eggs,4,4,,,4.0,eggs,eggs
chocolate-french-toast,2/3 cup white sugar,2/3,2/3,,cups,0.67,white sugar,white sugar
chocolate-french-toast,1/3 cup unsweetened cocoa powder,1/3,1/3,,cups,0.33,unsweetened cocoa powder,cocoa powder
chocolate-french-toast,1/8 teaspoon baking powder,1/8,1/8,,teaspoons,0.13,baking powder,baking powder
chocolate-french-toast,1/4 teaspoon salt,1/4,1/4,,teaspoons,0.25,salt,salt
chocolate-french-toast,8 slices bread,8,8,,slices,8.0,bread,bread
